Mapping file: gcpt_meas_lab_loinc_mod.csv

Found 685 relevant mappings in tokenizer. Please try to manually map this file!!!



Found codes in tokenizer:
Code                                                         Domain                                                       OMOP Code                                                   
52264                                                        Measurement                                                  3020951                                                     
52272                                                        Measurement                                                  3037577                                                     
52285                                                        Measurement                                                  3027475                                                     
52312                                                        Measurement                                                  3039497                                                     
52336                                                        Measurement                                                  3031796                                                     
52338                                                        Measurement                                                  3030548                                                     
52350                                                        Measurement                                                  3032084                                                     
52356                                                        Measurement                                                  3019355                                                     
52359                                                        Measurement                                                  3003467                                                     
52361                                                        Measurement                                                  3031141                                                     
52369                                                        Measurement                                                  40758914                                                    
52404                                                        Measurement                                                  3022481                                                     
52407                                                        Measurement                                                  3014441                                                     
52408                                                        Measurement                                                  3026008                                                     
52411                                                        Measurement                                                  3011397                                                     
52413                                                        Measurement                                                  3035583                                                     
52414                                                        Measurement                                                  3035583                                                     
52416                                                        Measurement                                                  3011470                                                     
52434                                                        Measurement                                                  3031248                                                     
52442                                                        Measurement                                                  3018405                                                     
52452                                                        Measurement                                                  3043409                                                     
52455                                                        Measurement                                                  3043706                                                     
52500                                                        Measurement                                                  3045716                                                     
52535                                                        Measurement                                                  3014576                                                     
52546                                                        Measurement                                                  3016723                                                     
52548                                                        Measurement                                                  3021322                                                     
52551                                                        Measurement                                                  3048530                                                     
52562                                                        Measurement                                                  3036987                                                     
52569                                                        Measurement                                                  3004501                                                     
52610                                                        Measurement                                                  3023103                                                     
52623                                                        Measurement                                                  3019550                                                     
52642                                                        Measurement                                                  3021337                                                     
52647                                                        Measurement                                                  3013682                                                     
52720                                                        Measurement                                                  3018954                                                     
52730                                                        Measurement                                                  3015736                                                     
52769                                                        Measurement                                                  3004327                                                     
52786                                                        Measurement                                                  3011625                                                     
52838                                                        Measurement                                                  3005353                                                     
52840                                                        Measurement                                                  3026498                                                     
52842                                                        Measurement                                                  3005757                                                     
52844                                                        Measurement                                                  3011547                                                     
52846                                                        Measurement                                                  3019250                                                     
52849                                                        Measurement                                                  3004409                                                     
52851                                                        Measurement                                                  3001850                                                     
52853                                                        Measurement                                                  3002348                                                     
52858                                                        Measurement                                                  3000401                                                     
52889                                                        Measurement                                                  3027184                                                     
52921                                                        Measurement                                                  3034426                                                     
52923                                                        Measurement                                                  3013466                                                     
52929                                                        Measurement                                                  3005308                                                     
52934                                                        Measurement                                                  3041154                                                     
52948                                                        Measurement                                                  3036489                                                     
53116                                                        Measurement                                                  3026692                                                     
53117                                                        Measurement                                                  3019891                                                     
53118                                                        Measurement                                                  3005504                                                     
53123                                                        Measurement                                                  3000265                                                     
53125                                                        Measurement                                                  3023700                                                     
53128                                                        Measurement                                                  3008895                                                     
53129                                                        Measurement                                                  3010340                                                     
53130                                                        Measurement                                                  3016991                                                     
53131                                                        Measurement                                                  3013614                                                     
53132                                                        Measurement                                                  3004327                                                     
53133                                                        Measurement                                                  3013650                                                     
53138                                                        Measurement                                                  3028286                                                     
53139                                                        Measurement                                                  3011337                                                     
53140                                                        Measurement                                                  3011337                                                     
53141                                                        Measurement                                                  3015322                                                     
53142                                                        Measurement                                                  3026285                                                     
53143                                                        Measurement                                                  3005229                                                     
53146                                                        Measurement                                                  3035456                                                     
53147                                                        Measurement                                                  3036282                                                     
53148                                                        Measurement                                                  3036806                                                     
53149                                                        Measurement                                                  3013731                                                     
53150                                                        Measurement                                                  3006453                                                     
